Month,Rain_7d_Sum,Temp_7d_Avg,Fire_Danger_Index,Max_Temperature_C,Max_Humidity_pct,Total_Rainfall_mm,Max_Wind_Speed_kmh,Elevation_m,Slope_deg,Aspect_deg,Baseline_NDVI
5,16.199999999999985,30.214285714285715,2.21,30.3,80,0.2,5.9,701.3,22.4,311.2,0.1854
5,17.899999999999984,29.5,3.3,30.3,90,1.7,9.9,698.2,22.1,310.7,0.1891
5,25.899999999999984,28.87142857142857,2.71,29.3,92,8.0,8.6,696.2,22.2,313.8,0.2042
5,46.09999999999999,28.142857142857142,2.11,23.5,96,29.2,8.7,698.8,22.0,312.6,0.1798
6,39.39999999999999,28.528571428571432,2.34,29.4,78,0.1,6.3,697.8,22.0,313.4,0.1975
6,40.19999999999999,28.27142857142857,2.86,26.3,79,0.8,8.7,702.2,21.8,312.4,0.1865
6,39.999999999999986,28.428571428571427,2.54,29.9,72,0.0,6.2,702.7,22.1,313.7,0.1977
6,39.79999999999998,28.7,3.6,32.2,75,0.0,8.5,697.9,22.6,314.6,0.1942
6,40.19999999999999,28.72857142857143,2.89,30.5,77,2.1,7.4,701.9,21.7,314.7,0.2231
6,32.39999999999999,28.728571428571428,3.13,29.3,74,0.2,8.0,701.4,22.2,312.2,0.2025
6,4.399999999999986,29.82857142857143,3.12,31.2,70,1.2,7.1,697.6,22.1,312.5,0.176
6,4.2999999999999865,30.25714285714286,3.58,32.4,76,0.0,8.5,699.4,22.4,313.2,0.1818
6,3.499999999999986,31.328571428571426,5.15,33.8,66,0.0,10.2,699.1,22.5,315.2,0.189
6,3.499999999999986,31.97142857142857,3.35,34.4,72,0.0,7.1,701.1,21.7,311.6,0.1851
6,3.699999999999986,32.114285714285714,2.67,33.2,86,0.2,7.0,698.2,21.8,311.6,0.2168
6,1.5999999999999857,32.5,3.28,33.2,77,0.0,7.7,699.9,21.8,314.0,0.1872
6,1.3999999999999857,33.32857142857143,4.86,35.1,82,0.0,11.5,699.0,21.9,312.2,0.195
6,0.29999999999998583,33.771428571428565,4.63,34.3,79,0.1,10.8,700.7,21.9,313.8,0.2046
6,0.4999999999999858,33.857142857142854,4.47,33.0,78,0.2,10.7,699.7,22.1,312.3,0.2374
6,1.0999999999999859,33.77142857142857,3.0,33.2,81,0.6,7.4,699.2,21.7,313.4,0.1934
6,1.1999999999999857,33.7,3.19,33.9,83,0.1,7.9,699.7,21.8,312.4,0.2205
6,10.199999999999985,33.57142857142857,1.65,32.3,93,9.2,4.8,703.1,21.8,311.8,0.1891
6,10.499999999999986,33.48571428571428,1.78,32.6,87,0.3,4.8,699.4,22.1,313.2,0.2102
6,26.499999999999986,33.128571428571426,2.42,32.6,92,16.0,6.9,698.4,22.0,311.5,0.183
6,28.299999999999983,32.9,2.12,32.7,93,1.9,6.1,700.9,21.9,313.5,0.2076
6,36.09999999999999,32.85714285714286,2.27,32.7,97,8.0,6.8,699.8,21.7,312.7,0.19
6,41.09999999999998,32.642857142857146,1.78,31.7,97,5.6,5.5,697.9,21.5,311.4,0.2092
6,45.79999999999998,32.48571428571428,2.38,32.8,97,4.8,7.1,703.3,22.5,313.4,0.2076
6,68.49999999999999,31.942857142857147,1.52,28.5,100,31.9,5.4,699.5,21.9,313.3,0.2049
6,81.89999999999999,31.699999999999996,2.18,30.9,97,13.7,6.9,699.4,22.8,310.2,0.202
6,72.6,31.428571428571427,2.06,30.7,96,6.7,6.5,700.2,22.2,312.9,0.1884
6,75.09999999999998,31.214285714285715,2.48,31.2,96,4.4,7.7,702.6,22.5,313.0,0.2064
6,75.99999999999999,30.77142857142857,2.34,29.6,95,8.9,7.6,697.5,22.3,313.1,0.1715
6,75.69999999999999,30.771428571428572,2.23,31.7,100,5.3,7.1,700.4,22.0,310.8,0.2339
7,75.6,30.614285714285717,2.25,31.7,96,4.7,6.9,703.1,21.8,313.4,0.2052
7,54.399999999999984,31.157142857142862,2.54,32.3,97,10.7,7.7,700.2,21.7,313.6,0.2037
7,45.69999999999999,31.285714285714285,2.22,31.8,95,5.0,6.7,698.1,22.3,311.9,0.2026
7,45.69999999999999,31.428571428571427,2.21,31.7,98,6.7,6.9,699.1,22.1,311.3,0.1844
7,64.19999999999999,31.414285714285715,2.16,31.1,97,22.9,6.8,700.3,22.2,311.8,0.1866
7,62.19999999999998,31.614285714285717,2.11,31.0,96,6.9,6.6,702.0,22.2,313.2,0.1992
7,57.19999999999998,31.442857142857143,1.69,30.5,93,0.3,5.2,699.5,22.1,311.5,0.1882
7,60.999999999999986,31.114285714285717,1.56,29.4,95,8.5,5.1,701.2,21.9,311.4,0.1778
7,61.59999999999999,30.4,1.76,27.3,95,11.3,6.2,697.8,22.3,315.5,0.1943
7,82.49999999999999,30.25714285714286,2.64,30.8,96,25.9,8.3,697.8,21.9,313.0,0.2008
7,84.79999999999998,30.071428571428573,1.54,30.4,100,9.0,5.1,699.3,22.0,312.6,0.1954
7,72.49999999999999,29.971428571428568,2.02,30.4,100,10.6,6.7,702.2,22.2,312.2,0.2113
7,70.89999999999999,29.91428571428571,2.37,30.6,97,5.3,7.6,700.1,22.0,312.5,0.198
7,74.89999999999999,30.157142857142855,2.18,32.2,98,4.3,6.7,700.4,21.5,315.2,0.2193
7,76.49999999999999,30.4,2.34,31.1,100,10.1,7.6,700.4,22.3,314.0,0.2301
7,75.49999999999999,30.985714285714288,2.2,31.4,96,10.3,6.8,701.7,22.4,315.9,0.1936
7,63.499999999999986,31.157142857142855,1.71,32.0,100,13.9,5.4,699.1,21.5,313.5,0.1788
7,64.49999999999999,31.04285714285714,1.55,29.6,98,10.0,5.2,701.0,21.7,311.9,0.1784
7,56.79999999999998,31.1,1.46,30.8,96,2.9,4.6,698.8,22.6,313.3,0.1948
7,63.19999999999999,31.357142857142858,2.42,32.4,94,11.7,7.1,703.0,22.1,313.7,0.2076
7,72.39999999999999,31.357142857142858,1.71,32.2,95,13.5,5.1,698.8,22.0,313.7,0.1903
7,81.6,31.271428571428572,1.49,30.5,99,19.3,4.9,698.7,21.9,312.5,0.1959
7,73.79999999999998,31.214285714285715,1.99,31.0,94,2.5,6.1,700.8,21.7,315.2,0.1878
7,63.29999999999998,31.2,1.9,31.9,93,3.4,5.6,700.1,21.9,311.5,0.1908
7,56.69999999999998,31.542857142857144,2.09,32.0,100,3.4,6.6,700.5,22.3,313.4,0.1972
7,68.89999999999998,31.285714285714285,1.41,29.0,96,15.1,4.7,700.3,22.0,312.6,0.2102
7,68.39999999999998,30.95714285714286,1.84,30.1,94,11.2,5.8,698.4,22.2,312.1,0.2095
7,76.39999999999998,30.514285714285712,1.09,29.1,95,21.5,3.6,702.4,22.5,313.3,0.162
7,59.399999999999984,30.514285714285712,1.48,30.5,96,2.3,4.7,701.3,21.8,314.5,0.2057
7,59.29999999999998,30.514285714285712,1.81,31.0,100,2.4,5.9,702.0,22.1,313.5,0.2053
7,59.499999999999986,30.442857142857143,2.15,31.4,100,3.6,6.9,699.2,22.3,313.3,0.1942
8,59.69999999999999,30.514285714285712,1.93,32.5,100,3.6,6.0,700.6,21.7,310.6,0.1905
8,48.09999999999999,30.857142857142858,1.48,31.4,99,3.5,4.7,700.3,22.1,314.1,0.2046
8,42.29999999999999,31.085714285714285,1.69,31.7,100,5.4,5.4,701.7,22.6,312.5,0.1975
8,32.69999999999999,31.114285714285717,1.3,29.3,98,11.9,4.4,701.7,21.9,313.6,0.1921
8,33.09999999999999,31.228571428571428,1.8,31.3,100,2.7,5.8,700.3,22.3,314.1,0.2281
8,33.89999999999999,31.271428571428572,2.05,31.3,100,3.2,6.6,697.7,22.0,313.2,0.2032
8,76.79999999999998,31.157142857142855,2.21,30.6,96,46.5,7.0,702.7,22.5,310.6,0.1876
8,77.19999999999999,31.071428571428573,1.93,31.9,98,4.0,6.0,700.8,21.5,314.7,0.2067
8,76.6,31.0,1.71,30.9,100,2.9,5.6,699.1,22.0,315.2,0.2021
8,73.49999999999999,30.685714285714287,1.61,29.5,98,2.3,5.4,700.6,21.6,314.0,0.2013
8,66.8,30.971428571428568,1.77,31.3,96,5.2,5.5,697.7,21.8,312.1,0.2086
8,84.49999999999999,30.814285714285717,1.94,30.2,97,20.4,6.3,701.6,21.8,314.5,0.1885
8,92.19999999999999,30.485714285714288,1.88,29.0,96,10.9,6.3,697.8,21.9,312.7,0.1995
8,62.69999999999998,30.042857142857144,2.0,27.5,98,17.0,7.2,699.7,21.6,312.9,0.1829
8,60.899999999999984,29.82857142857143,1.6,30.4,96,2.2,5.1,700.4,22.0,314.4,0.2076
8,60.499999999999986,29.928571428571427,1.85,31.6,100,2.5,5.9,701.6,22.1,313.8,0.1958
8,61.39999999999998,30.257142857142856,2.24,31.8,100,3.2,7.1,700.2,21.5,310.2,0.1834
8,58.499999999999986,30.314285714285717,2.84,31.7,96,2.3,8.7,701.0,21.8,313.2,0.1948
8,49.399999999999984,30.642857142857142,2.7,32.5,100,11.3,8.4,700.0,22.8,314.4,0.1991
8,39.999999999999986,31.157142857142855,2.39,32.6,100,1.5,7.4,700.0,22.1,311.4,0.2091
8,26.799999999999986,31.842857142857138,1.83,32.3,98,3.8,5.6,700.1,21.5,314.2,0.2139
8,38.19999999999999,31.82857142857143,1.91,30.3,99,13.6,6.3,699.7,21.6,311.0,0.2096
8,132.0,31.199999999999996,1.28,27.2,99,96.3,4.7,697.5,22.1,312.7,0.2036
8,131.6,30.97142857142857,1.64,30.2,100,2.8,5.5,698.8,22.0,313.6,0.2066
8,145.5,30.8,2.36,30.5,96,16.2,7.5,700.4,21.8,312.7,0.1916
8,137.79999999999998,30.571428571428573,2.5,30.9,99,3.6,8.1,699.6,22.7,314.4,0.1792
8,138.49999999999997,30.24285714285714,2.09,30.3,99,2.2,6.9,699.8,22.8,311.3,0.1856
8,137.5,29.957142857142856,2.3,30.3,94,2.8,7.2,699.5,21.9,314.0,0.1963
8,125.19999999999999,30.085714285714285,1.82,31.2,100,1.3,5.9,698.7,22.3,313.1,0.1925
8,28.999999999999986,30.728571428571428,2.13,31.7,100,0.1,6.8,699.3,22.3,312.0,0.1919
8,26.399999999999984,31.014285714285712,1.72,32.2,100,0.2,5.4,699.5,22.3,313.5,0.1996
9,10.799999999999986,31.342857142857138,2.14,32.8,100,0.6,6.6,700.0,21.8,312.9,0.2104
9,8.699999999999987,31.599999999999998,2.14,32.7,100,1.5,6.6,700.6,22.6,314.8,0.1998
9,7.899999999999985,31.900000000000002,2.44,32.4,100,1.4,7.6,699.7,22.0,313.7,0.1883
9,5.099999999999985,32.22857142857143,1.97,32.6,100,0.0,6.1,698.5,22.1,313.5,0.1773
9,3.7999999999999856,32.371428571428574,2.17,32.2,91,0.0,6.2,697.9,22.0,312.2,0.1932
9,4.199999999999986,32.628571428571426,3.46,33.5,92,0.5,9.6,703.9,22.0,313.2,0.1649
9,3.999999999999986,32.82857142857143,2.38,33.6,88,0.0,6.3,698.3,22.1,312.3,0.2119
9,8.799999999999986,32.528571428571425,1.95,30.7,100,5.4,6.4,699.2,21.6,312.9,0.197
9,18.19999999999999,32.15714285714286,2.15,30.1,100,10.9,7.2,700.8,21.4,314.5,0.2221
9,41.499999999999986,31.142857142857142,1.38,25.3,91,24.7,5.0,700.5,21.9,312.7,0.2156
9,41.499999999999986,31.042857142857144,2.24,31.9,96,0.0,6.8,700.8,21.7,311.3,0.2038
9,41.899999999999984,30.95714285714286,1.85,31.6,100,0.4,5.9,699.3,22.2,313.6,0.188
9,42.59999999999999,30.585714285714285,1.59,30.9,100,1.2,5.2,700.4,22.1,313.9,0.19
9,45.999999999999986,30.199999999999996,1.77,30.9,95,3.4,5.5,700.1,22.0,314.9,0.2189
9,45.29999999999998,30.114285714285717,1.8,30.1,96,4.7,5.8,699.5,22.4,314.0,0.2028
9,40.19999999999998,30.300000000000004,2.13,31.4,95,5.8,6.5,700.4,22.0,312.7,0.1758
9,17.299999999999986,31.142857142857142,2.27,31.2,94,1.8,6.9,701.6,21.6,313.3,0.1906
9,19.399999999999984,30.957142857142856,2.36,30.6,100,2.1,7.8,700.0,21.9,313.5,0.2167
9,26.999999999999986,30.942857142857143,2.35,31.5,94,8.0,7.1,700.0,22.4,313.5,0.2121
9,27.999999999999986,30.928571428571427,1.84,30.8,98,2.2,5.9,701.6,21.4,310.0,0.2017
9,28.499999999999986,30.842857142857145,2.33,30.3,99,3.9,7.7,701.4,22.0,312.3,0.216
9,25.499999999999986,30.828571428571426,2.17,30.0,97,1.7,7.1,702.4,22.2,313.6,0.1769
9,20.999999999999986,30.514285714285712,1.59,29.2,100,1.3,5.5,697.4,22.8,314.3,0.1867
9,19.299999999999986,30.314285714285713,1.74,29.8,100,0.1,5.9,701.4,22.4,312.2,0.1939
9,17.19999999999999,30.185714285714287,1.82,29.7,100,0.0,6.2,700.9,22.0,312.5,0.188
9,10.299999999999986,30.014285714285712,2.07,30.3,100,1.1,6.9,698.7,22.2,312.7,0.2068
9,8.099999999999987,30.04285714285714,2.09,31.0,100,0.0,6.8,700.4,21.4,312.8,0.2076
9,4.199999999999987,30.08571428571429,1.7,30.6,100,0.0,5.6,701.6,21.7,314.0,0.2032
9,2.4999999999999862,30.142857142857142,2.03,30.4,92,0.0,6.2,698.8,22.2,312.1,0.1802
9,1.199999999999986,30.285714285714285,2.68,30.2,89,0.0,8.0,700.7,22.0,314.0,0.2221
10,3.199999999999986,30.285714285714285,1.94,29.8,94,2.1,6.2,701.3,22.1,314.7,0.2006
10,15.499999999999986,30.12857142857143,2.02,28.6,94,12.3,6.7,698.4,22.0,312.5,0.1717
10,14.499999999999986,30.042857142857144,2.12,29.7,100,0.1,7.2,699.8,22.0,312.5,0.1775
10,14.499999999999986,29.95714285714286,2.07,30.4,96,0.0,6.6,700.5,22.0,313.2,0.1842
10,14.499999999999986,29.957142857142856,2.21,30.6,100,0.0,7.3,698.8,21.7,312.3,0.2203
10,14.499999999999986,30.0,2.83,30.7,100,0.0,9.3,698.7,21.9,312.9,0.1825
10,14.499999999999986,30.04285714285714,2.42,30.5,100,0.0,8.0,699.8,21.6,311.2,0.1797
10,12.399999999999984,30.114285714285717,2.46,30.3,100,0.0,8.2,701.2,21.8,314.0,0.212
10,0.09999999999998402,30.357142857142858,2.07,30.3,100,0.0,6.9,701.0,22.4,315.0,0.209
10,0.0,30.2,1.67,28.6,100,0.0,5.9,698.7,21.9,312.2,0.1872
10,0.0,29.97142857142857,1.98,28.8,98,0.0,6.8,701.0,22.2,311.0,0.2032
10,0.0,29.785714285714285,2.26,29.3,91,0.0,7.1,698.7,22.0,314.1,0.1918
10,0.0,29.45714285714286,1.73,28.4,96,0.0,5.9,697.6,21.9,312.5,0.2048
10,0.0,29.2,2.33,28.7,100,0.0,8.2,699.4,21.7,312.2,0.191
10,0.299999999999984,28.714285714285715,2.08,26.9,100,0.3,7.8,701.7,21.9,312.9,0.2035
10,6.199999999999984,27.642857142857142,2.13,22.8,88,5.9,8.3,701.0,22.1,311.5,0.1959
10,7.299999999999985,27.04285714285714,1.84,24.4,92,1.1,7.0,700.0,22.2,313.6,0.1867
10,7.299999999999985,26.542857142857144,1.7,25.3,100,0.0,6.8,699.4,22.0,311.5,0.2095
10,7.299999999999985,26.057142857142857,1.84,25.9,96,0.0,6.9,699.4,22.2,311.6,0.1966
10,7.299999999999985,25.728571428571428,1.88,26.1,95,0.0,6.9,700.2,21.5,311.6,0.2103
10,7.299999999999985,25.342857142857145,1.7,26.0,100,0.0,6.6,698.4,22.3,313.2,0.2032
10,6.999999999999984,25.25714285714286,1.87,26.3,100,0.0,7.2,699.5,21.7,310.8,0.1949
10,1.499999999999984,25.77142857142857,1.98,26.4,95,0.4,7.2,699.7,22.3,315.5,0.2132
10,0.39999999999998403,26.1,1.95,26.7,96,0.0,7.1,698.0,22.2,312.5,0.1994
10,0.39999999999998403,26.357142857142858,2.06,27.1,99,0.0,7.6,698.7,21.4,310.5,0.2026
10,0.39999999999998403,26.54285714285714,1.87,27.2,95,0.0,6.6,700.6,22.2,311.7,0.1911
10,0.39999999999998403,26.599999999999998,2.02,26.5,91,0.0,7.0,700.0,22.3,313.7,0.1887
10,0.39999999999998403,26.657142857142855,1.85,26.4,92,0.0,6.5,699.5,22.4,314.6,0.1984
10,0.39999999999998403,26.61428571428571,1.79,26.0,95,0.0,6.6,698.6,21.8,313.2,0.1822
10,0.0,26.657142857142862,1.94,26.7,98,0.0,7.2,702.4,22.1,313.1,0.1979
10,0.0,26.685714285714283,2.06,26.9,89,0.0,6.9,698.7,22.2,311.2,0.1986
11,0.0,26.74285714285714,2.01,27.5,92,0.0,6.8,700.4,22.2,314.8,0.1802
11,0.0,26.671428571428574,2.13,26.7,88,0.0,7.1,699.3,22.1,313.7,0.2149
11,0.0,26.571428571428573,1.79,25.8,91,0.0,6.4,700.1,21.9,313.4,0.2174
11,0.0,26.400000000000002,1.58,25.2,93,0.0,5.9,700.7,22.3,313.0,0.2161
11,0.0,26.342857142857145,1.89,25.6,98,0.0,7.3,697.9,22.3,313.6,0.193
11,0.0,26.085714285714285,1.63,24.9,100,0.0,6.6,700.0,22.0,312.0,0.1982
11,0.0,25.87142857142857,1.84,25.4,100,0.0,7.3,701.8,21.8,314.1,0.1905
11,0.0,25.571428571428573,2.1,25.4,91,0.0,7.6,702.6,21.8,314.0,0.2067
11,0.0,25.285714285714285,1.61,24.7,99,0.0,6.5,699.8,22.4,312.9,0.193
11,5.199999999999984,24.942857142857143,2.12,23.4,95,5.2,8.7,700.1,22.3,312.7,0.1989
11,5.899999999999984,24.514285714285712,1.35,22.2,93,0.7,5.7,703.3,22.0,310.4,0.2011
11,5.899999999999984,24.3,1.68,24.1,95,0.0,6.7,701.7,21.9,310.9,0.1792
11,5.899999999999984,24.228571428571428,1.82,24.4,94,0.0,7.1,699.1,21.5,313.7,0.1951
11,5.899999999999984,24.157142857142855,1.75,24.9,90,0.0,6.4,699.1,22.0,314.1,0.2094
11,5.899999999999984,24.185714285714287,2.09,25.6,92,0.0,7.6,701.4,21.6,314.3,0.253
11,5.899999999999984,24.2,1.84,24.8,92,0.0,6.9,698.5,22.0,311.4,0.1691
11,0.699999999999984,24.542857142857144,2.0,25.8,92,0.0,7.2,701.6,22.4,315.8,0.1861
11,0.0,24.857142857142858,1.69,24.4,96,0.0,6.7,700.5,21.7,314.2,0.1866
11,0.0,24.728571428571428,1.33,23.2,100,0.0,5.8,700.8,22.1,312.3,0.177
11,0.0,24.685714285714283,1.67,24.1,100,0.0,7.0,699.6,22.3,313.2,0.225
11,0.0,24.7,2.03,25.0,100,0.0,8.2,699.1,22.1,311.0,0.195
11,0.0,24.61428571428571,1.87,25.0,94,0.0,7.1,702.2,21.8,312.3,0.1931
11,0.0,24.371428571428574,1.65,23.1,100,0.0,7.2,699.6,22.0,313.6,0.205
11,0.0,24.157142857142855,2.09,24.3,93,0.0,8.1,699.4,22.3,313.1,0.1868
11,0.0,24.128571428571426,2.2,24.2,86,0.0,7.9,699.9,22.1,315.1,0.2066
11,0.0,24.185714285714287,1.6,23.6,86,0.0,5.9,700.3,22.0,311.2,0.1869
11,3.499999999999984,23.72857142857143,1.82,20.9,92,3.5,8.1,698.5,22.3,312.9,0.2164
11,4.299999999999984,23.042857142857144,2.04,20.2,84,0.8,8.6,699.2,22.2,311.6,0.1977
11,4.299999999999984,22.685714285714287,1.48,22.5,96,0.0,6.4,699.1,21.6,314.8,0.2164
11,4.999999999999984,22.099999999999998,1.32,19.0,100,0.7,7.0,701.3,22.2,313.3,0.2048
12,4.999999999999984,21.8,1.58,22.2,100,0.0,7.2,698.7,22.3,313.0,0.1606
12,4.999999999999984,21.5,1.65,22.1,90,0.0,6.8,697.4,21.6,312.8,0.1774
12,4.999999999999984,21.199999999999996,1.68,21.5,91,0.0,7.2,697.0,21.3,311.9,0.2203
12,3.299999999999984,21.114285714285717,1.63,20.3,90,1.8,7.3,697.8,21.7,314.4,0.1909
12,2.499999999999984,21.24285714285714,1.32,21.1,90,0.0,5.7,702.0,22.0,313.2,0.1691
12,2.499999999999984,21.285714285714285,1.86,22.8,85,0.0,7.0,700.0,22.3,313.3,0.1882
12,1.799999999999984,21.7,1.71,21.9,86,0.0,6.8,700.8,21.7,313.7,0.1903
12,1.799999999999984,21.614285714285717,1.78,21.6,100,0.0,8.3,700.8,22.2,312.0,0.2147
12,1.799999999999984,21.471428571428568,1.57,21.1,100,0.0,7.5,700.1,21.1,315.4,0.1832
12,1.799999999999984,21.400000000000002,1.55,21.0,99,0.0,7.4,699.9,22.1,314.9,0.194
12,0.0,21.342857142857145,1.5,19.9,100,0.0,7.6,701.6,21.9,313.0,0.2122
12,0.599999999999984,21.028571428571432,1.37,18.9,100,0.6,7.3,700.2,22.6,312.6,0.1887
12,0.599999999999984,20.514285714285712,1.52,19.2,100,0.0,8.0,702.1,21.4,313.8,0.183
12,0.599999999999984,20.328571428571426,1.39,20.6,95,0.0,6.5,700.9,22.0,314.3,0.2013
12,0.599999999999984,20.228571428571428,1.71,20.9,98,0.0,8.1,699.1,21.4,315.1,0.2075
12,0.599999999999984,20.057142857142857,1.52,19.9,100,0.0,7.7,699.3,21.8,313.8,0.1947
12,0.599999999999984,19.842857142857145,1.7,19.5,100,0.0,8.8,698.9,21.5,313.2,0.2051
12,0.599999999999984,19.957142857142856,1.7,20.7,95,0.0,7.9,701.8,22.7,313.2,0.1877
12,0.0,20.228571428571428,1.95,20.8,78,0.0,7.4,699.4,21.9,310.7,0.1661
12,0.0,20.5,1.73,21.1,89,0.0,7.4,698.8,21.9,312.5,0.2088
12,0.0,20.771428571428572,1.58,22.5,96,0.0,6.8,700.5,22.0,313.4,0.1805
12,0.0,20.942857142857143,1.57,22.1,95,0.0,6.8,699.9,21.7,310.3,0.1866
12,0.0,21.142857142857142,1.5,21.3,93,0.0,6.6,700.4,22.3,313.2,0.1991
12,0.0,21.5,1.79,22.0,91,0.0,7.5,702.8,22.2,312.0,0.2101
12,0.0,21.657142857142862,1.66,21.8,87,0.0,6.7,701.4,22.3,314.9,0.1944
12,0.0,21.685714285714287,1.6,21.0,92,0.0,7.1,700.0,21.6,312.7,0.188
12,0.0,21.771428571428572,1.59,21.7,96,0.0,7.1,697.9,22.3,312.7,0.2179
12,0.0,21.6,1.69,21.3,100,0.0,8.0,699.3,22.3,312.8,0.191
12,0.0,21.357142857142858,1.43,20.4,100,0.0,7.1,701.1,21.9,313.0,0.1917
12,0.0,21.24285714285714,1.42,20.5,100,0.0,7.0,698.2,22.3,314.0,0.172
12,0.0,21.099999999999998,1.81,21.0,87,0.0,7.6,703.2,22.1,312.6,0.1973
1,0.0,20.928571428571427,1.51,20.6,96,0.0,7.1,700.0,21.5,313.0,0.2173
1,0.0,20.785714285714285,1.53,20.0,92,0.0,7.1,700.1,21.9,314.0,0.1737
1,0.0,20.5,1.62,19.7,89,0.0,7.4,699.0,21.9,313.0,0.1849
1,0.0,20.3,1.97,19.9,83,0.0,8.3,700.7,22.0,313.8,0.195
1,0.0,20.285714285714285,1.81,20.3,91,0.0,8.2,698.3,22.3,312.5,0.2036
1,0.0,20.314285714285713,2.05,20.7,82,0.0,8.2,703.2,21.5,313.4,0.2001
1,0.0,20.185714285714287,1.61,20.1,89,0.0,7.2,702.0,21.9,314.6,0.1961
1,0.0,20.042857142857144,1.39,19.6,92,0.0,6.6,701.5,21.8,313.7,0.1856
1,0.0,19.957142857142856,1.85,19.4,83,0.0,8.0,697.9,21.8,310.8,0.2161
1,0.0,20.24285714285714,2.19,21.7,92,0.0,9.4,700.3,21.8,313.7,0.1639
1,0.0,20.442857142857143,2.1,21.3,78,0.0,7.8,701.8,22.0,311.6,0.2126
1,0.0,20.75714285714286,2.84,22.5,75,0.0,9.6,700.9,22.2,311.9,0.2259
1,0.0,20.900000000000002,1.59,21.7,78,0.0,5.8,698.5,22.1,313.6,0.2067
1,0.0,21.12857142857143,1.67,21.7,90,0.0,7.0,699.0,22.1,311.8,0.1867
1,0.0,21.214285714285715,1.55,20.2,98,0.0,7.6,699.3,22.2,311.7,0.1999
1,0.0,21.214285714285715,1.58,19.4,96,0.0,7.9,699.1,22.7,313.0,0.1781
1,0.09999999999998402,20.685714285714283,1.02,18.0,100,0.1,5.7,702.3,22.0,312.3,0.1812
1,0.39999999999998403,20.3,1.57,18.6,100,0.3,8.5,697.1,22.3,311.0,0.2036
1,0.399999999999984,19.75714285714286,1.56,18.7,100,0.0,8.4,701.0,22.3,313.7,0.2043
1,0.399999999999984,19.185714285714283,1.35,17.7,100,0.0,7.7,698.1,22.5,314.2,0.2011
1,0.399999999999984,18.8,1.64,19.0,100,0.0,8.7,698.6,22.2,314.1,0.1776
1,0.399999999999984,18.599999999999998,1.49,18.8,100,0.0,8.0,697.0,21.7,311.9,0.2308
1,0.399999999999984,18.442857142857143,1.38,18.3,100,0.0,7.6,699.2,22.1,313.5,0.2041
1,0.29999999999998395,18.428571428571427,1.26,17.9,100,0.0,7.1,702.3,22.1,312.4,0.1938
1,0.0,18.357142857142858,1.54,18.1,98,0.0,8.4,700.4,22.2,311.5,0.1968
1,0.599999999999984,18.442857142857143,1.43,19.3,96,0.6,7.2,698.2,21.7,312.1,0.1864
1,0.599999999999984,18.714285714285715,1.98,19.6,100,0.0,10.2,701.5,22.4,309.6,0.1826
1,0.599999999999984,18.87142857142857,1.71,20.1,94,0.0,8.1,701.8,22.0,311.7,0.2326
1,0.599999999999984,19.02857142857143,1.61,19.9,94,0.0,7.7,700.2,22.3,311.2,0.1828
1,0.599999999999984,19.171428571428574,1.39,19.3,100,0.0,7.3,703.1,22.1,313.2,0.1856
1,10.599999999999984,18.914285714285715,1.04,16.1,100,10.0,6.5,701.2,22.0,313.3,0.1906
2,27.699999999999985,18.271428571428572,0.82,13.6,97,17.1,5.9,701.0,22.1,311.0,0.1849
2,27.099999999999984,18.014285714285712,1.33,17.5,100,0.0,7.7,698.8,22.2,314.0,0.1957
2,27.099999999999984,18.12857142857143,1.78,20.4,100,0.0,8.8,700.9,22.6,312.3,0.1891
2,48.29999999999998,17.071428571428573,0.81,12.7,95,21.2,6.1,700.3,21.4,311.7,0.1936
2,55.999999999999986,16.54285714285714,0.96,16.2,100,7.7,6.0,700.8,22.2,310.9,0.1907
2,56.09999999999998,16.285714285714285,1.46,17.5,100,0.1,8.4,699.0,22.0,312.0,0.1921
2,46.09999999999998,16.54285714285714,1.74,17.9,100,0.0,9.8,700.2,21.9,312.8,0.1725
2,28.999999999999982,17.557142857142857,1.7,20.7,94,0.0,7.8,698.8,21.3,314.2,0.1909
2,28.999999999999982,18.04285714285714,1.78,20.9,100,0.0,8.6,696.8,22.2,312.9,0.1937
2,28.999999999999982,18.057142857142857,1.54,20.5,100,0.0,7.6,701.5,22.0,312.6,0.1915
2,7.799999999999982,19.32857142857143,1.95,21.6,100,0.0,9.1,697.7,21.7,313.7,0.1916
2,0.09999999999998224,20.071428571428573,2.27,21.4,81,0.0,8.7,700.2,22.0,313.2,0.2093
2,0.0,20.614285714285717,1.56,21.3,89,0.0,6.6,700.5,21.9,311.2,0.1879
2,0.0,21.257142857142856,1.87,22.4,90,0.0,7.6,700.5,21.5,312.5,0.2107
2,0.0,21.485714285714288,1.8,22.3,93,0.0,7.6,699.6,22.0,312.3,0.2257
2,0.0,21.8,1.78,23.1,100,0.0,7.8,700.4,22.2,312.8,0.1858
2,0.0,22.114285714285717,1.78,22.7,100,0.0,7.9,700.7,21.8,312.4,0.2012
2,0.0,22.2,1.89,22.2,100,0.0,8.6,701.1,22.1,312.0,0.1992
2,5.699999999999982,22.2,2.45,21.4,90,5.7,10.4,702.6,22.0,314.8,0.1963
2,39.19999999999998,21.900000000000002,1.71,19.2,91,33.5,8.2,700.4,22.3,312.9,0.1713
